"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover in Lacs","No. of Trades"
"TCS","EQ","11-Apr-2016","       2432.05","       2433.00","       2517.00","       2413.00","       2506.05","       2506.65","       2456.71","    1200324","      29488.46","      56962"
"TCS","EQ","12-Apr-2016","       2506.65","       2498.00","       2525.00","       2488.10","       2520.05","       2518.15","       2502.73","     651814","      16313.15","      41843"
"TCS","EQ","13-Apr-2016","       2518.15","       2530.00","       2545.00","       2512.50","       2528.00","       2526.20","       2524.85","     800734","      20217.37","      51204"
"TCS","EQ","18-Apr-2016","       2526.20","       2453.00","       2553.50","       2440.00","       2522.40","       2519.75","       2495.75","    3560752","      88867.60","     185897"
"TCS","EQ","20-Apr-2016","       2519.75","       2534.90","       2534.90","       2440.00","       2453.00","       2450.35","       2472.11","    3202512","      79169.58","     118381"
"TCS","EQ","21-Apr-2016","       2450.35","       2451.00","       2467.40","       2412.20","       2418.20","       2424.40","       2440.23","    1262862","      30816.73","      64118"
"TCS","EQ","22-Apr-2016","       2424.40","       2419.00","       2435.40","       2404.20","       2423.40","       2417.05","       2420.24","     982063","      23768.31","      54414"
"TCS","EQ","25-Apr-2016","       2417.05","       2402.30","       2457.05","       2402.30","       2453.00","       2451.25","       2441.63","    1133827","      27683.89","      56820"
"TCS","EQ","26-Apr-2016","       2451.25","       2449.00","       2493.50","       2442.00","       2488.00","       2489.80","       2473.61","    1277184","      31592.55","      76806"
"TCS","EQ","27-Apr-2016","       2489.80","       2480.00","       2514.60","       2475.90","       2511.50","       2511.10","       2502.32","     924335","      23129.81","      58165"
"TCS","EQ","28-Apr-2016","       2511.10","       2501.30","       2540.00","       2498.10","       2527.00","       2527.75","       2526.07","    2496372","      63060.21","      93432"
"TCS","EQ","29-Apr-2016","       2527.75","       2517.00","       2542.00","       2510.00","       2540.10","       2535.50","       2529.22","    1186089","      29998.74","      78355"
"TCS","EQ","02-May-2016","       2535.50","       2529.00","       2530.00","       2500.00","       2525.10","       2526.70","       2516.27","     558346","      14049.47","      33410"
"TCS","EQ","03-May-2016","       2526.70","       2525.00","       2530.00","       2472.00","       2473.90","       2478.10","       2496.18","    1076559","      26872.84","      46517"
"TCS","EQ","04-May-2016","       2478.10","       2473.90","       2494.05","       2457.00","       2478.00","       2478.00","       2472.40","     682446","      16872.77","      32957"
"TCS","EQ","05-May-2016","       2478.00","       2478.00","       2489.95","       2463.55","       2469.30","       2470.30","       2472.47","     623283","      15410.49","      34994"
"TCS","EQ","06-May-2016","       2470.30","       2465.00","       2484.30","       2431.00","       2479.00","       2473.40","       2456.60","     442799","      10877.79","      29141"
"TCS","EQ","09-May-2016","       2473.40","       2473.40","       2518.00","       2456.40","       2514.60","       2512.55","       2499.22","     910638","      22758.85","      50476"
"TCS","EQ","10-May-2016","       2512.55","       2515.00","       2533.95","       2496.00","       2522.90","       2522.90","       2515.63","     579267","      14572.24","      47846"
"TCS","EQ","11-May-2016","       2522.90","       2500.00","       2525.60","       2490.00","       2524.80","       2518.30","       2514.08","     799358","      20096.48","      37888"
"TCS","EQ","12-May-2016","       2518.30","       2520.55","       2569.90","       2520.55","       2566.00","       2566.20","       2554.51","     756541","      19325.91","      52202"
"TCS","EQ","13-May-2016","       2566.20","       2565.00","       2566.00","       2510.15","       2525.00","       2523.40","       2530.28","     810865","      20517.19","      36862"
"TCS","EQ","16-May-2016","       2523.40","       2538.00","       2564.80","       2522.50","       2552.75","       2551.15","       2543.39","     555763","      14135.23","      38211"
"TCS","EQ","17-May-2016","       2551.15","       2564.20","       2591.25","       2552.00","       2570.00","       2570.20","       2572.85","     878349","      22598.58","      75704"
"TCS","EQ","18-May-2016","       2570.20","       2565.85","       2565.85","       2526.05","       2553.00","       2551.10","       2543.29","     750370","      19084.12","      48191"
"TCS","EQ","19-May-2016","       2551.10","       2555.00","       2560.00","       2526.10","       2555.00","       2556.95","       2548.52","     519396","      13236.92","      38811"
"TCS","EQ","20-May-2016","       2556.95","       2542.30","       2565.80","       2522.80","       2529.90","       2529.30","       2542.91","     615459","      15650.58","      43356"
"TCS","EQ","23-May-2016","       2529.30","       2544.00","       2545.90","       2480.20","       2483.00","       2491.45","       2510.13","     766508","      19240.37","      27319"
"TCS","EQ","24-May-2016","       2491.45","       2484.00","       2488.25","       2459.60","       2468.60","       2467.70","       2467.63","     669579","      16522.76","      30007"
"TCS","EQ","25-May-2016","       2467.70","       2481.00","       2532.95","       2481.00","       2520.95","       2526.45","       2514.12","     774339","      19467.84","      26986"
"TCS","EQ","26-May-2016","       2526.45","       2530.00","       2564.90","       2505.10","       2560.00","       2548.70","       2537.20","     971624","      24652.03","      59703"
"TCS","EQ","27-May-2016","       2548.70","       2553.15","       2579.85","       2550.60","       2577.00","       2572.65","       2566.93","     552338","      14178.15","      44676"
"TCS","EQ","30-May-2016","       2572.65","       2583.00","       2641.95","       2582.00","       2636.05","       2636.40","       2617.50","     674732","      17661.12","      46344"
"TCS","EQ","31-May-2016","       2636.40","       2640.00","       2647.00","       2562.00","       2567.50","       2569.40","       2581.37","    1861304","      48047.09","      84299"
"TCS","EQ","01-Jun-2016","       2569.40","       2571.20","       2645.00","       2571.00","       2633.90","       2633.55","       2625.05","     955971","      25094.71","      67647"
"TCS","EQ","02-Jun-2016","       2633.55","       2600.00","       2654.30","       2600.00","       2654.00","       2650.15","       2635.94","     704378","      18566.99","      57624"
"TCS","EQ","03-Jun-2016","       2650.15","       2651.40","       2658.00","       2620.50","       2628.00","       2629.55","       2631.87","     777461","      20461.79","      59436"
"TCS","EQ","06-Jun-2016","       2629.55","       2620.50","       2639.00","       2603.20","       2610.00","       2612.50","       2618.59","     661013","      17309.20","      35241"
"TCS","EQ","07-Jun-2016","       2612.50","       2614.00","       2639.00","       2613.00","       2631.60","       2631.15","       2628.62","     601097","      15800.55","      43777"
"TCS","EQ","08-Jun-2016","       2631.15","       2617.25","       2628.55","       2605.50","       2615.00","       2613.10","       2615.77","     469133","      12271.42","      26407"
"TCS","EQ","09-Jun-2016","       2613.10","       2622.40","       2622.40","       2555.20","       2581.90","       2577.25","       2581.13","     781069","      20160.43","      51060"
"TCS","EQ","10-Jun-2016","       2577.25","       2566.00","       2603.25","       2553.20","       2554.00","       2555.75","       2571.67","     698416","      17960.98","      46466"
"TCS","EQ","13-Jun-2016","       2555.75","       2540.00","       2553.35","       2518.00","       2545.25","       2547.00","       2538.25","     514989","      13071.71","      32894"
"TCS","EQ","14-Jun-2016","       2547.00","       2558.95","       2558.95","       2518.25","       2540.00","       2534.85","       2531.47","     488785","      12373.44","      55026"
"TCS","EQ","15-Jun-2016","       2534.85","       2530.00","       2564.90","       2522.00","       2558.50","       2556.85","       2540.82","     635422","      16144.92","      52990"
"TCS","EQ","16-Jun-2016","       2556.85","       2545.55","       2564.70","       2516.45","       2557.00","       2558.30","       2539.78","     572535","      14541.14","      59808"
"TCS","EQ","17-Jun-2016","       2558.30","       2559.00","       2610.00","       2559.00","       2600.00","       2602.60","       2590.05","     939494","      24333.37","      46942"
"TCS","EQ","20-Jun-2016","       2602.60","       2602.60","       2668.00","       2591.80","       2657.00","       2659.30","       2647.08","     936419","      24787.79","      50886"
"TCS","EQ","21-Jun-2016","       2659.30","       2663.50","       2665.00","       2641.40","       2646.00","       2651.20","       2650.08","     513845","      13617.28","      28193"
"TCS","EQ","22-Jun-2016","       2651.20","       2650.00","       2677.70","       2631.75","       2661.05","       2667.65","       2660.15","     880856","      23432.05","      44125"
"TCS","EQ","23-Jun-2016","       2667.65","       2655.00","       2659.50","       2625.30","       2644.45","       2645.35","       2642.78","     698507","      18460.03","      54736"
"TCS","EQ","24-Jun-2016","       2645.35","       2565.15","       2593.20","       2514.15","       2568.00","       2573.95","       2559.15","    1883293","      48196.31","      62715"
"TCS","EQ","27-Jun-2016","       2573.95","       2547.00","       2547.00","       2482.65","       2496.70","       2495.85","       2499.20","    2136283","      53389.93","     138232"
"TCS","EQ","28-Jun-2016","       2495.85","       2495.85","       2502.90","       2458.40","       2464.00","       2463.95","       2479.12","    2249762","      55774.25","     114662"
"TCS","EQ","29-Jun-2016","       2463.95","       2475.00","       2512.50","       2465.30","       2500.00","       2502.90","       2489.12","    1265632","      31503.12","      64129"
"TCS","EQ","30-Jun-2016","       2502.90","       2522.00","       2562.90","       2500.35","       2548.05","       2553.10","       2532.82","    2560906","      64863.14","     103449"
"TCS","EQ","01-Jul-2016","       2553.10","       2562.00","       2564.60","       2494.35","       2498.75","       2500.85","       2526.66","    1098648","      27759.11","      55236"
"TCS","EQ","04-Jul-2016","       2500.85","       2516.00","       2525.85","       2482.00","       2485.35","       2494.20","       2507.92","     941742","      23618.13","      50480"
"TCS","EQ","05-Jul-2016","       2494.20","       2494.20","       2497.05","       2477.15","       2480.20","       2485.30","       2485.94","     779874","      19387.17","      41404"
"TCS","EQ","07-Jul-2016","       2485.30","       2487.70","       2491.85","       2425.00","       2428.00","       2429.80","       2452.12","    1658400","      40665.89","      99668"
"TCS","EQ","08-Jul-2016","       2429.80","       2435.00","       2442.05","       2403.50","       2430.10","       2426.60","       2425.89","    1228178","      29794.20","      68484"
"TCS","EQ","11-Jul-2016","       2426.60","       2430.00","       2471.80","       2427.00","       2469.00","       2464.15","       2455.17","     771816","      18949.40","      55531"
"TCS","EQ","12-Jul-2016","       2464.15","       2471.70","       2475.00","       2435.85","       2463.50","       2464.95","       2456.78","     732768","      18002.50","      45288"
"TCS","EQ","13-Jul-2016","       2464.95","       2478.00","       2499.25","       2451.25","       2485.00","       2493.10","       2485.60","    1051150","      26127.36","      45710"
"TCS","EQ","14-Jul-2016","       2493.10","       2486.00","       2529.00","       2471.00","       2520.00","       2521.90","       2506.46","    1349994","      33837.03","      66642"
"TCS","EQ","15-Jul-2016","       2521.90","       2517.00","       2527.80","       2426.55","       2445.00","       2445.35","       2464.20","    4168183","     102712.19","     156804"
"TCS","EQ","18-Jul-2016","       2445.35","       2447.00","       2469.00","       2430.60","       2431.15","       2433.45","       2444.65","    1299425","      31766.42","      66016"
"TCS","EQ","19-Jul-2016","       2433.45","       2427.50","       2472.80","       2427.50","       2466.00","       2466.20","       2452.39","    1181448","      28973.73","      77753"
"TCS","EQ","20-Jul-2016","       2466.20","       2450.00","       2502.50","       2448.15","       2493.00","       2494.95","       2488.38","    1407626","      35027.09","      95969"
"TCS","EQ","21-Jul-2016","       2494.95","       2489.50","       2519.50","       2464.45","       2506.00","       2506.05","       2492.08","    1263574","      31489.24","      91340"
"TCS","EQ","22-Jul-2016","       2506.05","       2498.90","       2524.00","       2492.00","       2514.95","       2515.10","       2510.50","     758608","      19044.87","      65567"
"TCS","EQ","25-Jul-2016","       2515.10","       2512.00","       2563.20","       2505.80","       2555.00","       2558.95","       2539.84","     844398","      21446.39","      84598"
"TCS","EQ","26-Jul-2016","       2558.95","       2558.95","       2568.00","       2533.00","       2550.00","       2552.60","       2547.81","    1155645","      29443.63","      97504"
"TCS","EQ","27-Jul-2016","       2552.60","       2555.00","       2580.40","       2545.00","       2578.00","       2577.55","       2570.12","     875255","      22495.14","      72548"
"TCS","EQ","28-Jul-2016","       2577.55","       2580.50","       2629.55","       2577.05","       2614.20","       2619.25","       2601.74","    2316040","      60257.27","      96943"
"TCS","EQ","29-Jul-2016","       2619.25","       2614.00","       2634.90","       2599.00","       2624.90","       2619.30","       2618.80","    1244042","      32579.01","      79709"
"TCS","EQ","01-Aug-2016","       2619.30","       2632.00","       2725.00","       2632.00","       2702.60","       2708.25","       2696.68","    1980852","      53417.17","      88196"
"TCS","EQ","02-Aug-2016","       2708.25","       2702.90","       2715.70","       2689.80","       2703.80","       2699.20","       2702.65","    1289081","      34839.35","     101312"
"TCS","EQ","03-Aug-2016","       2699.20","       2686.00","       2699.00","       2649.05","       2649.05","       2656.30","       2666.45","    1147351","      30593.57","      86554"
"TCS","EQ","04-Aug-2016","       2656.30","       2670.00","       2682.95","       2636.25","       2658.00","       2652.00","       2656.13","     707708","      18797.62","      47274"
"TCS","EQ","05-Aug-2016","       2652.00","       2673.90","       2684.30","       2632.00","       2643.45","       2649.10","       2657.26","     934242","      24825.22","      62736"
"TCS","EQ","08-Aug-2016","       2649.10","       2640.00","       2668.00","       2629.05","       2655.00","       2649.50","       2651.83","    1029122","      27290.60","      65630"
"TCS","EQ","09-Aug-2016","       2649.50","       2658.00","       2659.80","       2578.85","       2654.45","       2650.20","       2645.82","    1130957","      29923.03","     133349"
"TCS","EQ","10-Aug-2016","       2650.20","       2651.00","       2682.00","       2648.00","       2676.00","       2675.40","       2671.88","    1031039","      27548.08","      61590"
"TCS","EQ","11-Aug-2016","       2675.40","       2665.55","       2715.00","       2665.55","       2706.85","       2709.90","       2702.48","    1116569","      30175.07","      72571"
"TCS","EQ","12-Aug-2016","       2709.90","       2705.00","       2744.80","       2702.05","       2740.00","       2738.45","       2732.86","    1163679","      31801.76","      85247"
"TCS","EQ","16-Aug-2016","       2738.45","       2738.00","       2740.00","       2673.85","       2700.00","       2691.70","       2709.24","    1591877","      43127.76","     116813"
"TCS","EQ","17-Aug-2016","       2691.70","       2699.00","       2699.00","       2618.00","       2628.00","       2624.55","       2641.55","     924283","      24415.37","      68405"
"TCS","EQ","18-Aug-2016","       2624.55","       2635.00","       2657.55","       2630.10","       2631.00","       2638.55","       2648.64","     646032","      17111.07","      47877"
"TCS","EQ","19-Aug-2016","       2638.55","       2640.00","       2646.45","       2600.00","       2602.60","       2603.50","       2610.69","    1208122","      31540.28","      59756"
"TCS","EQ","22-Aug-2016","       2603.50","       2588.00","       2594.45","       2536.30","       2553.50","       2548.70","       2562.14","    1132637","      29019.78","      92781"
"TCS","EQ","23-Aug-2016","       2548.70","       2544.95","       2604.95","       2540.20","       2600.40","       2601.05","       2593.41","     751687","      19494.29","      46115"
"TCS","EQ","24-Aug-2016","       2601.05","       2589.80","       2602.00","       2569.05","       2570.65","       2572.05","       2579.68","     558439","      14405.93","      38751"
"TCS","EQ","25-Aug-2016","       2572.05","       2580.00","       2589.70","       2526.00","       2550.35","       2551.05","       2549.92","     969845","      24730.29","      56688"
"TCS","EQ","26-Aug-2016","       2551.05","       2559.80","       2572.55","       2517.20","       2527.25","       2524.95","       2536.81","     625157","      15859.06","      44995"
"TCS","EQ","29-Aug-2016","       2524.95","       2534.95","       2534.95","       2466.75","       2508.00","       2500.55","       2489.50","     744364","      18530.92","      63254"
"TCS","EQ","30-Aug-2016","       2500.55","       2510.00","       2549.80","       2501.25","       2544.90","       2544.15","       2526.50","     722013","      18241.67","      47160"
"TCS","EQ","31-Aug-2016","       2544.15","       2550.00","       2550.00","       2500.85","       2514.70","       2511.30","       2520.29","    1615834","      40723.74","      99253"
"TCS","EQ","01-Sep-2016","       2511.30","       2524.90","       2534.95","       2487.05","       2507.25","       2507.50","       2507.33","     672868","      16871.05","      44078"
"TCS","EQ","02-Sep-2016","       2507.50","       2512.00","       2519.40","       2496.05","       2511.00","       2514.80","       2509.99","     871165","      21866.19","      54628"
"TCS","EQ","06-Sep-2016","       2514.80","       2519.90","       2520.15","       2480.00","       2484.70","       2484.05","       2492.04","    1119533","      27899.23","      82530"
"TCS","EQ","07-Sep-2016","       2484.05","       2499.70","       2499.70","       2423.00","       2452.10","       2440.55","       2463.78","    1927020","      47477.59","      69195"
"TCS","EQ","08-Sep-2016","       2440.55","       2360.00","       2360.00","       2284.75","       2327.70","       2322.10","       2313.11","    3510758","      81207.74","     171363"
"TCS","EQ","09-Sep-2016","       2322.10","       2329.70","       2366.65","       2320.05","       2352.00","       2352.45","       2347.82","    1371219","      32193.70","      85766"
"TCS","EQ","12-Sep-2016","       2352.45","       2337.00","       2363.95","       2324.00","       2358.00","       2359.05","       2354.99","    1012227","      23837.80","      64982"
"TCS","EQ","14-Sep-2016","       2359.05","       2362.00","       2377.60","       2310.00","       2332.00","       2328.45","       2330.65","    1034929","      24120.58","      67854"
"TCS","EQ","15-Sep-2016","       2328.45","       2339.95","       2342.10","       2316.75","       2325.00","       2326.95","       2327.02","    1409482","      32798.96","      97602"
"TCS","EQ","16-Sep-2016","       2326.95","       2336.70","       2376.00","       2320.00","       2368.00","       2361.70","       2346.07","    2179002","      51120.90","      78997"
"TCS","EQ","19-Sep-2016","       2361.70","       2365.00","       2427.00","       2350.00","       2411.00","       2411.45","       2406.04","    1401273","      33715.15","      71497"
"TCS","EQ","20-Sep-2016","       2411.45","       2411.00","       2416.90","       2385.40","       2410.00","       2406.50","       2399.05","     592276","      14208.97","      43740"
"TCS","EQ","21-Sep-2016","       2406.50","       2407.70","       2424.00","       2400.70","       2412.00","       2413.40","       2412.77","     839010","      20243.42","      59572"
"TCS","EQ","22-Sep-2016","       2413.40","       2425.25","       2428.00","       2371.10","       2380.00","       2378.00","       2392.19","    1428787","      34179.32","      81643"
"TCS","EQ","23-Sep-2016","       2378.00","       2382.00","       2403.85","       2371.15","       2400.00","       2398.10","       2394.21","     900363","      21556.62","      50857"
"TCS","EQ","26-Sep-2016","       2398.10","       2401.10","       2419.10","       2395.00","       2395.10","       2401.10","       2407.73","     876738","      21109.51","      43717"
"TCS","EQ","27-Sep-2016","       2401.10","       2401.10","       2448.00","       2401.10","       2437.00","       2436.10","       2434.59","    1019396","      24818.15","      48249"
"TCS","EQ","28-Sep-2016","       2436.10","       2431.00","       2437.50","       2415.20","       2425.00","       2423.05","       2423.88","     865664","      20982.67","      31602"
"TCS","EQ","29-Sep-2016","       2423.05","       2435.00","       2456.50","       2419.60","       2437.00","       2437.80","       2435.92","    1801979","      43894.80","      59697"
"TCS","EQ","30-Sep-2016","       2437.80","       2437.05","       2449.80","       2423.10","       2432.20","       2430.80","       2432.55","    1087682","      26458.42","      53121"
"TCS","EQ","03-Oct-2016","       2430.80","       2450.00","       2457.65","       2401.10","       2407.50","       2411.70","       2417.11","     909440","      21982.20","      50401"
"TCS","EQ","04-Oct-2016","       2411.70","       2420.00","       2425.05","       2398.00","       2407.00","       2405.15","       2408.35","     890359","      21442.94","      41266"
"TCS","EQ","05-Oct-2016","       2405.15","       2408.00","       2415.40","       2376.10","       2386.00","       2386.35","       2389.49","     588177","      14054.42","      41205"
"TCS","EQ","06-Oct-2016","       2386.35","       2395.00","       2402.40","       2372.75","       2386.85","       2388.75","       2385.27","    1133786","      27043.91","      46955"
"TCS","EQ","07-Oct-2016","       2388.75","       2388.00","       2388.00","       2358.20","       2370.00","       2367.80","       2367.26","     908256","      21500.80","      45358"
"TCS","EQ","10-Oct-2016","       2367.80","       2369.90","       2386.90","       2355.05","       2380.00","       2380.30","       2372.07","     601071","      14257.81","      36640"
